rank,rel_path,suffix,size_bytes,source_kind,score,keyword_hits,excerpt
643,05_EXPORTS/P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL_20260623_152613/P160_RELEASE_SEAL_DECISION.md,.md,641,REAL_CASE_CORRECTION_CHAIN_REFERENCE,32,gem|review_required|decision,# P160 Real GEM Response Smoke With Patch — Release Seal Decision - Status: `BLOCKED_P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_REVIEW_REQUIRED` - P160 status: `P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_BLOCKED_REVIEW_REQUIRED` - Patch marker found: `True` - Source import OK: `True` - Real GEM summary read OK: `True` - Real case smoke OK: `False` - Release seal ready: `False` - Rollback required: `True` - Blocker count: `1` Safety gates: - Auto-apply GEM response: `False` - Google Sheets write: `False` - Public deploy: `False` - Broker/order/sizing disabled: `True` / `True` / `True` No live action was performed.
644,05_EXPORTS/P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL_20260623_152613/P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_REPORT.json,.json,2230,CURRENT_RUNTIME_CONTRACT_REFERENCE,32,gem|portfolio|image|json|review_required|P132|P133,"EM_RESPONSE_SMOKE_WITH_PATCH_REVIEW_REQUIRED"", ""P160_STATUS"": ""P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_BLOCKED_REVIEW_REQUIRED"", ""PROMPT_SOURCE_ID"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", ""SOURCE_P152_DIR"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P152_REAL_GEM_RESPONSE_IMPORT_OR_STOP_20260623_142527"", ""SOURCE_P159_DIR"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P159_PROMPT_PATCH_RUNTIME_SMOKE_OR_ROLLBACK_GATE_20260623_150735"", ""SOURCE_PROMPT_FILE_REL"": ""mvp_qaic_py\\multimodal_gem_image_prompt_usd_contract.py"", ""PATCH_MARKER"": ""P158_R5_PROMPT_PATCH_APPLIED_20260623"", ""P152_REAL_GEM_RESPONSE_OK"": false, ""P159_RUNTIME_SMOKE_OK"": true, ""PATCH_MARKER_FOUND"": true, ""SOURCE_IMPORT_OK"": true, ""REAL_GEM_SUMMARY_READ_OK"": true, ""REAL_CASE_SMOKE_OK"": false, ""RELEASE_SEA"
645,05_EXPORTS/P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL_20260623_152613/P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_REPORT.csv,.csv,1917,CURRENT_RUNTIME_CONTRACT_REFERENCE,32,gem|portfolio|image|json|review_required|P132|P133,"ILE,P159_SUMMARY_FILE BLOCKED_P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_REVIEW_REQUIRED,P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_BLOCKED_REVIEW_REQUIRED,P132_P133_PORTFOLIO_MULTIMODAL_REVIEW,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P152_REAL_GEM_RESPONSE_IMPORT_OR_STOP_20260623_142527,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P159_PROMPT_PATCH_RUNTIME_SMOKE_OR_ROLLBACK_GATE_20260623_150735,mvp_qaic_py\multimodal_gem_image_prompt_usd_contract.py,P158_R5_PROMPT_PATCH_APPLIED_20260623,False,True,True,True,True,False,False,0,1,True,False,False,False,False,False,False,True,True,True,True,True,G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P160_REAL_GEM_RESPONSE_SMOKE_WITH_PATCH_OR_RELEASE_SEAL_20260623_152613,P161_RELEASE_SEAL_OR_P160B_R"
646,05_EXPORTS/P153_CORRECTION_LOOP_REAL_CASE_20260623_143503/P153_SUMMARY.json,.json,812,CURRENT_RUNTIME_CONTRACT_REFERENCE,32,gem|portfolio|json|human_review|review_required|P132|P133,"[Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P153_CORRECTION_LOOP_REAL_CASE_20260623_143503"", ""prompt_source_id"": ""P132_P133_PORTFOLIO_MULTIMODAL_REVIEW"", ""public_deploy"": false, ""review_gate"": ""HUMAN_REVIEW_REQUIRED"", ""sizing"": false, ""source_p152_status"": ""P152_REAL_GEM_RESPONSE_IMPORTED_LOCAL_REVIEW"", ""source_p152_validation_status"": ""VALIDATED_FOR_HUMAN_REVIEW"", ""status"": ""P153_CORRECTION_LOOP_REAL_CASE_READY_REVIEW_ONLY"" }"
647,05_EXPORTS/P150_PUBLIC_PREP_SELECTOR_OR_STOP_20260623_132354/P150_SUMMARY.json,.json,801,EXPORT_ARCHIVE_REFERENCE,32,gem|json|decision,"{ ""auto_apply_gem_response"": false, ""blocker_count"": 0, ""broker"": false, ""decision_required"": ""HUMAN_DECISION_BEFORE_PUBLIC_OR_SHEET_WRITE"", ""google_sheets_write"": false, ""live_google_sheets_read"": false, ""next"": ""P150B_LOCAL_PRIVATE_RELEASE_PACK"", ""option_count"": 5, ""order"": false, ""output_dir"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P150_PUBLIC_PREP_SELECTOR_OR_STOP_20260623_132354"", ""public_deploy"": false, ""recommended_next"": ""P150B_LOCAL_PRIVATE_RELEASE_PACK"", ""recommended_option_id"": ""P150B_LOCAL_PRIVATE_RELEASE_PACK"", ""sizing"": false, ""source_p149_status"": ""P149_MIGRATION_CLOSE_GATE_READY_LOCAL_PRIVATE"", ""status"": ""P150_PUBLIC_PREP_SELECTOR_OR_STOP_READY_READONLY"" }"
648,05_EXPORTS/P150B_LOCAL_PRIVATE_RELEASE_PACK_20260623_132954/release_evidence/P150_PUBLIC_PREP_SELECTOR_OR_STOP/P150_SUMMARY.json,.json,801,EXPORT_ARCHIVE_REFERENCE,32,gem|json|decision,"{ ""auto_apply_gem_response"": false, ""blocker_count"": 0, ""broker"": false, ""decision_required"": ""HUMAN_DECISION_BEFORE_PUBLIC_OR_SHEET_WRITE"", ""google_sheets_write"": false, ""live_google_sheets_read"": false, ""next"": ""P150B_LOCAL_PRIVATE_RELEASE_PACK"", ""option_count"": 5, ""order"": false, ""output_dir"": ""G:\\Mon Drive\\👥 JULIEN [Perso]\\📈 Trading JRb\\Solutions & Dev (Trading JRb)\\MVP_QAIC_PY\\05_EXPORTS\\P150_PUBLIC_PREP_SELECTOR_OR_STOP_20260623_132354"", ""public_deploy"": false, ""recommended_next"": ""P150B_LOCAL_PRIVATE_RELEASE_PACK"", ""recommended_option_id"": ""P150B_LOCAL_PRIVATE_RELEASE_PACK"", ""sizing"": false, ""source_p149_status"": ""P149_MIGRATION_CLOSE_GATE_READY_LOCAL_PRIVATE"", ""status"": ""P150_PUBLIC_PREP_SELECTOR_OR_STOP_READY_READONLY"" }"
649,05_EXPORTS/P143_R1_PREVIEW_ARG_FIX_20260623_122941/P143_NICEGUI_DATA_PREVIEW_APP.py,.py,7850,EXPORT_ARCHIVE_REFERENCE,32,gem|json|no broker,""": 25,\n ""next"": ""P144_PROMPT_COCKPIT_WORKFLOWS"",\n ""run_id"": ""P143-R1-PREVIEW-ARG-FIX-20260623"",\n ""safety"": {\n ""apps_script_execution"": false,\n ""auto_apply_gem_response"": false,\n ""broker"": false,\n ""clasp_push"": false,\n ""google_sheets_write"": false,\n ""live_google_sheets_read"": false,\n ""localhost_only"": true,\n ""order"": false,\n ""public_deploy"": false,\n ""sizing"": false,\n ""source"": ""LOCAL_CSV_PREVIEW_ONLY""\n },\n ""source_csv_count"": 1,\n ""source_csv_root"": ""G:\\\\Mon Drive\\\\👥 JULIEN [Perso]\\\\📈 Trading JRb\\\\Solutions & Dev (Trading JRb)\\\\MVP_QAIC_PY\\\\05_EXPORTS\\\\P138A2_R2_SELF_CONTAINED_PATH_CHECK_FIX_20260622_234501"",\n ""source_p142_spec_path"": ""G:\\\\Mon Drive\\\\👥 JULIEN [Perso]\\\\📈 Trading JRb\\\\Solutions & Dev (Trading JRb)\\\\MVP_QAIC_PY\\\\05_EXPORTS\\\\P142_UI_FIDELITY_SHELL_20260623_121818\\\\P142_UI_FIDELITY_SHELL_SPEC.json"",\n ""source_p142_status"": ""P142_U"
650,05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_HUMAN_REVIEW_WORKING_COPY_REPORT.md,.md,660,EXPORT_ARCHIVE_REFERENCE,32,human_review|human review|decision,# MVP QAIC P0.7.9B / P2B-HR - Human Review Working Copy STATUS=OK_P079B_HUMAN_REVIEW_WORKING_COPY_READY SOURCE_OF_TRUTH=G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P079_P2B_CONTRACT_FIELD_SELECTION_REVIEW_READONLY_20260620_192723 PY_ROOT=G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY domain_rows=8 field_rows=79 rule_rows=23 output_rows=8 pending_domain_decisions=8 pending_field_decisions=79 pending_rule_decisions=23 pending_output_decisions=8 NO_LIVE_MUTATION=TRUE NO_DELETE=TRUE NEXT=P079C_VALIDATE_FILLED_HUMAN_REVIEW_BEFORE_P080
651,05_EXPORTS/P079B_HUMAN_REVIEW_WORKING_COPY_READONLY_20260620_194923/P079B_HUMAN_REVIEW_INSTRUCTIONS.md,.md,888,EXPORT_ARCHIVE_REFERENCE,32,human_review|human review|decision,"# P079B Human Review Instructions STATUS=PENDING_HUMAN_REVIEW ## Edit these CSV files manually - P079B_FIELD_REVIEW_WORKING_COPY.csv - P079B_RULE_REVIEW_WORKING_COPY.csv - P079B_OUTPUT_REVIEW_WORKING_COPY.csv - P079B_DOMAIN_DECISION_WORKING_COPY.csv ## Required human decisions - For each field: set human_decision to VALIDATE / EDIT / REJECT. - For each rule: set human_decision to VALIDATE / EDIT / REJECT. - For each output matrix row: set human_decision to VALIDATE / EDIT / REJECT. - For each domain: set human_domain_decision to VALIDATE / EDIT / REJECT. - Set ready_for_p080=YES only after all related decisions are complete. ## Safety NO_LIVE_MUTATION=TRUE NO_DELETE=TRUE NO_APPS_SCRIPT=TRUE NO_CLASP=TRUE NO_SHEET_WRITE=TRUE NO_BQ=TRUE NO_BROKER=TRUE NO_ORDER=TRUE NO_SIZING=TRUE ## Next After manual edit, run P079C validation before P080."
652,05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238/🧾_P077_P1_SOURCE_INVENTORY_READONLY_REPORT.md,.md,2936,EXPORT_ARCHIVE_REFERENCE,32,json|human_review|review_required,"S_DONE - Checked known bounded MVP/Python roots only. - Inventoried local source files without copy/mutation. - Classified Apps Script, WebApp HTML, docs, CSV, JSON, ZIP artifacts. - Proposed Python target buckets. - Created CSV inventories, summaries, manifest, and report. - Created ZIP + SHA after report generation. ## COUNTS ` ext inventory_rows=4644 source_candidates_rows=4299 apps_script_source_count=256 webapp_html_count=15 csv_export_count=2683 markdown_doc_count=1025 missing_bounded_roots_count=0 ` ## OUTPUTS_CREATED ` ext G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238\P077_BOUNDED_ROOTS_STATUS.csv G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P077_P1_SOURCE_INVENTORY_READONLY_20260620_174238\P077_SOURCE_INVENTORY.csv G:\Mon Drive\"
653,05_EXPORTS/P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607/🧾_P077_P1_SOURCE_INVENTORY_READONLY_REPORT.md,.md,2936,EXPORT_ARCHIVE_REFERENCE,32,json|human_review|review_required,"S_DONE - Checked known bounded MVP/Python roots only. - Inventoried local source files without copy/mutation. - Classified Apps Script, WebApp HTML, docs, CSV, JSON, ZIP artifacts. - Proposed Python target buckets. - Created CSV inventories, summaries, manifest, and report. - Created ZIP + SHA after report generation. ## COUNTS ` ext inventory_rows=4635 source_candidates_rows=4292 apps_script_source_count=256 webapp_html_count=15 csv_export_count=2678 markdown_doc_count=1024 missing_bounded_roots_count=0 ` ## OUTPUTS_CREATED ` ext G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607\P077_BOUNDED_ROOTS_STATUS.csv G:\Mon Drive\👥 JULIEN [Perso]\📈 Trading JRb\Solutions & Dev (Trading JRb)\MVP_QAIC_PY\05_EXPORTS\P077_P1_SOURCE_INVENTORY_READONLY_20260620_173607\P077_SOURCE_INVENTORY.csv G:\Mon Drive\"
654,05_EXPORTS/P132_R1_FRENCH_RESPONSE_JSON_STABLE_20260622_175827/P132_TODAY_FUNCTIONAL_RUNBOOK.md,.md,914,CURRENT_RUNTIME_CONTRACT_REFERENCE,31,gem|portfolio|image|revolut|json|human_review|review_required|P132|P133|p132_p133_demote_runtime_contract_only,"# P132 Today Functional Runbook ## Goal today Get a functional real GEM test today without another pre-extraction step. ## Steps 1. Open `P132_GEM_MULTIMODAL_PORTFOLIO_PROMPT.md`. 2. Attach the Revolut X screenshot/image directly in GEM. 3. Paste optional Revolut X copied text in the prompt. 4. Ask GEM to answer only with the required JSON. 5. Save GEM response for P133. 6. Check: - `image_used=true` - `image_usage_evidence.status=""IMAGE_USED""` - `reference_currency=""USD""` - assets contain `value_usd` - `human_review_required=true` - `no_order_no_sizing=true` - les valeurs textuelles rédigées sont en français - les clés JSON restent inchangées en anglais ## Block if - GEM did not mention evidence from the image. - GEM used EUR without explicit conversion. - GEM invented missing values. - GEM suggests an order, broker action, or sizing."
655,tests/test_webapp_static_preview_export_p106.py,.py,2819,SUPPORTING_PROMPT_CONTEXT,30,revolut|json|risk,"from __future__ import annotations import json from mvp_qaic_py.webapp_static_preview_export import ( STATIC_PREVIEW_SAFETY, build_static_preview_bundle, build_static_preview_files, render_index_html, summarize_static_preview, write_static_preview_files, ) def test_p106_static_preview_bundle_contains_public_scope_and_safety() -> None: bundle = build_static_preview_bundle(now_utc=""2026-06-22T00:00:00Z"") assert bundle[""scope""][""mvp""] == ""lexique_webapp_prompts_methods_benchmark_public"" assert bundle[""scope""][""qaic_private""] == ""backend_quant_risk_revolutx_execution_locked"" assert bundle[""safety""][""no_revolutx_real_access""] is True assert bundle[""safety""][""no_public_deploy""] is True assert len(bundle[""routes""]) >= 5 assert len(bundle[""sections""]) >= 8 def test_p106_render_index_html_has_required_public_sections() -> None: html = render_index_html(build_static_preview_bundle(now_utc=""2026-06"
656,tests/test_webapp_canonical_index_confirmation_p110b.py,.py,3031,SUPPORTING_PROMPT_CONTEXT,30,revolut|review_required|decision,"from __future__ import annotations from mvp_qaic_py.webapp_canonical_index_confirmation import ( CANONICAL_INDEX_CONFIRMATION_SAFETY, build_binding_patch_plan, build_confirmation_pack, build_confirmation_options, render_confirmation_markdown, select_top_candidate, ) def _sample_audit() -> dict: return { ""candidate_count"": 71, ""probable_canonical_count"": 10, ""possible_canonical_count"": 66, ""top_candidate"": { ""relative_path"": ""03_DEV/APPS_SCRIPT_PULL_ISOLATED/CAND_001/MVPQAIC_Index.html"", ""full_path"": ""G:/demo/MVPQAIC_Index.html"", ""canonical_score"": 95, ""candidate_role"": ""probable_canonical_apps_script_mirror"", ""allowed_to_edit"": False, }, } def test_p110b_selects_top_candidate_from_audit() -> None: top = select_top_candidate(_sample_audit()) assert top is not None assert top[""canonical_score""] == 95 assert top[""allowed_to_edit""] is False def test_p110b_pack_requires_human_confirmation() -"
657,tests/test_runtime_cockpit_module_p98b.py,.py,3078,SUPPORTING_PROMPT_CONTEXT,30,json|human_review|decision,"from __future__ import annotations import json from mvp_qaic_py.release.runtime_cockpit_module import ( assert_runtime_cockpit_module_safe, build_runtime_cockpit_module, export_runtime_cockpit_module, render_runtime_cockpit_module_markdown, ) def test_p98b_runtime_cockpit_module_ready() -> None: payload = build_runtime_cockpit_module() assert payload[""status""] == ""OK_P98B_RUNTIME_COCKPIT_MODULE_LOCAL_READY"" assert payload[""source_audit_status""] == ""OK_P98A_RUNTIME_COCKPIT_AUDIT_READY_READONLY"" assert payload[""journal_id""] == ""DJ-P96B-P93-CQW-20260621-200001"" assert payload[""blockers""] == [] def test_p98b_planning_visual_and_operating_summary() -> None: payload = build_runtime_cockpit_module() assert len(payload[""visual_plan""]) == 3 assert ""[1 GPT/Input]"" in payload[""visual_plan""][0] assert payload[""operating_summary""][""tool_mode""] == ""human_review_only_decision_support"" assert ( ""control"
658,tests/test_live_write_smoke_evidence_p91.py,.py,2294,SUPPORTING_PROMPT_CONTEXT,30,json|human_review|decision,"from __future__ import annotations import json from mvp_qaic_py.sheets.live_write_smoke_evidence import ( assert_p91_live_write_smoke_safe, build_p91_live_write_smoke_evidence, export_p91_live_write_smoke_evidence, render_p91_live_write_smoke_markdown, ) def test_p91_live_write_smoke_evidence_ready() -> None: payload = build_p91_live_write_smoke_evidence() assert payload[""status""] == ""OK_P91_LIVE_WRITE_SMOKE_ROW_VERIFIED"" assert payload[""sheet_name""] == ""📤 JOURNAL_APPEND_QUEUE"" assert payload[""range""] == ""A8:Z8"" assert payload[""journal_queue_id""] == ""P91-SMOKE-20260621-195001"" assert payload[""human_review_decision""] == ""DO_NOT_APPEND"" assert payload[""safe_to_append""] == ""NO"" assert payload[""append_status""] == ""SMOKE_ONLY_DO_NOT_APPEND"" assert payload[""validation_status""] == ""P91_SMOKE_VALIDATED"" def test_p91_live_write_smoke_safety() -> None: payload = build_p91_live_write_smoke_evidence"
659,tests/test_controlled_queue_write_evidence_p93.py,.py,2445,SUPPORTING_PROMPT_CONTEXT,30,json|human_review|decision,"from __future__ import annotations import json from mvp_qaic_py.sheets.controlled_queue_write_evidence import ( assert_p93_controlled_queue_write_safe, build_p93_controlled_queue_write_evidence, export_p93_controlled_queue_write_evidence, render_p93_controlled_queue_write_markdown, ) def test_p93_controlled_queue_write_evidence_ready() -> None: payload = build_p93_controlled_queue_write_evidence() assert payload[""status""] == ""OK_P93_CONTROLLED_QUEUE_WRITE_ROW_VERIFIED"" assert payload[""sheet_name""] == ""📤 JOURNAL_APPEND_QUEUE"" assert payload[""range""] == ""A9:Z9"" assert payload[""journal_queue_id""] == ""P93-CQW-20260621-200001"" assert payload[""human_review_decision""] == ""DO_NOT_APPEND"" assert payload[""safe_to_append""] == ""NO"" assert payload[""append_status""] == ""CONTROLLED_QUEUE_WRITE_PENDING_REVIEW"" assert payload[""validation_status""] == ""P93_CONTROLLED_QUEUE_WRITE_VALIDATED"" def test_p93_cont"
660,tests/test_cockpit_ui_export_p98e.py,.py,2816,SUPPORTING_PROMPT_CONTEXT,30,revolut|json|decision,"from __future__ import annotations import json from mvp_qaic_py.release.cockpit_ui_export import ( assert_cockpit_ui_export_safe, build_cockpit_ui_export, export_cockpit_ui_export, render_cockpit_ui_export_html, render_cockpit_ui_export_markdown, ) def test_p98e_cockpit_ui_export_ready() -> None: payload = build_cockpit_ui_export() assert payload[""status""] == ""OK_P98E_COCKPIT_UI_EXPORT_LOCAL_READY"" assert payload[""source_p98d_status""] == ""OK_P98D_RUNTIME_COCKPIT_EXTENDED_MODULE_LOCAL_READY"" assert payload[""card_count""] == 17 assert payload[""blockers""] == [] def test_p98e_renders_json_markdown_html_formats() -> None: payload = build_cockpit_ui_export() assert payload[""ui_export""][""export_formats""] == [""json"", ""markdown"", ""html""] assert payload[""ui_export""][""cards_rendered""] == 17 assert payload[""ui_export""][""render_mode""] == ""local_static_readonly"" def test_p98e_html_contains_extended_coc"
661,tests/test_approve_append_flip_evidence_p95.py,.py,2390,SUPPORTING_PROMPT_CONTEXT,30,json|human_review|decision,"from __future__ import annotations import json from mvp_qaic_py.sheets.approve_append_flip_evidence import ( assert_p95_live_approve_append_flip_safe, build_p95_live_approve_append_flip_evidence, export_p95_live_approve_append_flip_evidence, render_p95_live_approve_append_flip_markdown, ) def test_p95_live_approve_append_flip_evidence_ready() -> None: payload = build_p95_live_approve_append_flip_evidence() assert payload[""status""] == ""OK_P95_LIVE_APPROVE_APPEND_FLIP_VERIFIED"" assert payload[""sheet_name""] == ""📤 JOURNAL_APPEND_QUEUE"" assert payload[""range""] == ""A9:Z9"" assert payload[""journal_queue_id""] == ""P93-CQW-20260621-200001"" assert payload[""human_review_decision""] == ""APPROVE_APPEND"" assert payload[""safe_to_append""] == ""YES"" assert payload[""append_status""] == ""APPROVE_APPEND_PENDING_JOURNAL_APPEND"" def test_p95_safety_flags() -> None: payload = build_p95_live_approve_append_flip_evid"
662,tests/test_ai_trade_benchmark_cli_export_integration.py,.py,2506,SUPPORTING_PROMPT_CONTEXT,30,json|human_review|decision,"from __future__ import annotations import json import pytest from qaic_core.benchmark.ai_trade_benchmark_cli import ( build_cli_benchmark_export_bundle, build_cli_benchmark_export_payload, ) def sample_cli_records() -> list[dict[str, object]]: return [ { ""asset"": ""BTC"", ""decision_status"": ""HUMAN_REVIEW_ONLY"", ""score"": 81.25, } ] def test_cli_export_payload_uses_export_layer_safety_contract() -> None: payload = build_cli_benchmark_export_payload( sample_cli_records(), run_id=""P60D_CLI_TEST"", generated_at=""2026-06-21T00:00:00Z"", ) assert payload[""run_id""] == ""P60D_CLI_TEST"" assert payload[""source""] == ""cli"" assert payload[""summary""][""record_count""] == 1 assert payload[""safety""][""human_review_only""] is True assert payload[""safety""][""no_broker""] is True assert payload[""safety""][""no_order""] is True assert payload[""safety""][""no_sizing""] is True assert payload[""safety""][""no_google_live_write""]"
663,qaic_core/runner/local_mvp.py,.py,6876,SUPPORTING_PROMPT_CONTEXT,30,human_review|review_required|decision,"from __future__ import annotations from dataclasses import dataclass, field from pathlib import Path from typing import Any, Mapping, Sequence from qaic_core.live.providers.public_market import Transport from qaic_core.pipelines import pipeline_result_to_dict, run_runtime_to_journal_pipeline from qaic_core.review_pack import ( build_operator_review_pack, operator_review_pack_to_dict, write_operator_review_pack, write_result_to_dict, ) LOCAL_MVP_RUNNER_VERSION = ""mvp_qaic.local_mvp_runner.v1"" LOCAL_MVP_RUNNER_SAFETY_MARKERS: tuple[str, ...] = ( ""LOCAL_MVP_RUNNER_ONLY"", ""LIVE_READONLY"", ""HUMAN_REVIEW_ONLY"", ""NO_GOOGLE_LIVE_WRITE"", ""NO_SHEET_WRITE"", ""NO_BROKER"", ""NO_ORDER"", ""NO_SIZING"", ""NO_SECRET"", ""NO_REAL_NETWORK_BY_DEFAULT"", ""EXPLICIT_OUTPUT_DIR_REQUIRED_FOR_WRITE"", ) @dataclass(frozen=True) class LocalMvpRunResult: runner_version: str run_id: str status: str asset: str pipeline_result:"
664,qaic_core/runner/cli.py,.py,4275,SUPPORTING_PROMPT_CONTEXT,30,json|human_review|decision,"from __future__ import annotations import argparse import json import sys from pathlib import Path from typing import Any, Sequence from qaic_core.runner import local_mvp_run_result_to_dict, run_local_mvp_review LOCAL_MVP_CLI_VERSION = ""mvp_qaic.local_mvp_cli.v1"" LOCAL_MVP_CLI_SAFETY_MARKERS: tuple[str, ...] = ( ""LOCAL_MVP_CLI_ONLY"", ""EXPLICIT_INPUT_JSON_REQUIRED"", ""LIVE_READONLY"", ""HUMAN_REVIEW_ONLY"", ""NO_GOOGLE_LIVE_WRITE"", ""NO_SHEET_WRITE"", ""NO_BROKER"", ""NO_ORDER"", ""NO_SIZING"", ""NO_SECRET"", ""NO_REAL_NETWORK_BY_DEFAULT"", ""EXPLICIT_OUTPUT_DIR_REQUIRED_FOR_WRITE"", ) def _load_json_mapping(path: str | Path) -> dict[str, Any]: payload = json.loads(Path(path).read_text(encoding=""utf-8"")) if not isinstance(payload, dict): raise TypeError(""input JSON must contain an object"") return payload def _mock_price_transport(asset: str, quote_currency: str, price: float): coin_id = { ""BTC"": ""bitcoin"","
665,qaic_core/live/live_contract.py,.py,2134,SUPPORTING_PROMPT_CONTEXT,30,human_review|review_required|decision,"from __future__ import annotations from dataclasses import dataclass, field from typing import Mapping, Any LIVE_RUNTIME_VERSION = ""mvp_qaic.python_live_readonly_runtime.v1"" LIVE_READONLY_MODE = ""LIVE_READONLY"" REQUIRED_LIVE_SAFETY_MARKERS: tuple[str, ...] = ( ""LIVE_READONLY"", ""HUMAN_REVIEW_ONLY"", ""NO_BROKER"", ""NO_ORDER"", ""NO_SIZING"", ""NO_AUTO_TRAILING_ORDER"", ""NO_SECRET"", ""NO_NETWORK_CALL_BY_DEFAULT"", ) @dataclass(frozen=True) class LiveRuntimeInput: mode: str provider: str payload: Mapping[str, Any] safety_markers: tuple[str, ...] = REQUIRED_LIVE_SAFETY_MARKERS @dataclass(frozen=True) class LiveRuntimeResult: runtime_version: str = LIVE_RUNTIME_VERSION mode: str = LIVE_READONLY_MODE provider: str = ""LOCAL_PAYLOAD"" decision_status: str = ""REVIEW_REQUIRED"" missing_data: tuple[str, ...] = field(default_factory=tuple) blockers: tuple[str, ...] = field(default_factory=tuple) human_decision_"
666,qaic_core/benchmark/ai_trade_benchmark_sheets.py,.py,10371,SUPPORTING_PROMPT_CONTEXT,30,human_review|review_required|decision,"""""""Pure one-tab Sheets contract and gated payload builders. This module deliberately contains no Google client or network code. """""" from __future__ import annotations from dataclasses import asdict from pathlib import Path from typing import Any, Iterable from .ai_trade_benchmark_model import BenchmarkDecision, BenchmarkRun TARGET_SPREADSHEET_ID = ""19KY8Y1ozS7ONaJu9_5NQmjO47l-xM798Xm-y1n7fNd0"" ALLOWED_TAB = ""️ BENCHMARK_AI_TRADE"" ALLOWED_TABS = [ALLOWED_TAB] FORBIDDEN_TABS = [ ""BENCHMARK_AI_TRADE_TOOLS"", ""BENCHMARK_AI_TRADE_SOURCES"", ""BENCHMARK_AI_TRADE_FEATURE_GAPS"", ""BENCHMARK_AI_TRADE_REVIEW_QUEUE"", ""BENCHMARK_AI_TRADE_RUN_LOG"", ] # Lower-case aliases are part of the serialized cockpit contract vocabulary. allowed_tabs = ALLOWED_TABS forbidden_tabs = FORBIDDEN_TABS class SheetsContractError(ValueError): pass class SheetsApplyGateError(SheetsContractError): """"""Controlled refusal raised"
